"Cluster","Keywords","Count"
"Entertainment Seekers","excellent timed sequences",1
"Entertainment Seekers","excellent way to spend",1
"Entertainment Seekers","excited",1
"Entertainment Seekers","excitement",3
"Entertainment Seekers","exciting",11
"Entertainment Seekers","exciting car chases",1
"Entertainment Seekers","exciting matches",1
"Entertainment Seekers","exhausting",1
"Entertainment Seekers","exhilarated",1
"Entertainment Seekers","exiting",1
"Entertainment Seekers","exotic location",1
"Entertainment Seekers","exotic locations",1
"Entertainment Seekers","experience",1
"Entertainment Seekers","extraordinary situations",1
"Entertainment Seekers","exuberance",1
"Entertainment Seekers","fabulous choreography",1
"Entertainment Seekers","fails to entertain",1
"Entertainment Seekers","family",4
"Entertainment Seekers","family film",2
"Entertainment Seekers","family movie",1
"Entertainment Seekers","fantastic",1
"Entertainment Seekers","fantastic actors",1
"Entertainment Seekers","fantastic chemistry",1
"Entertainment Seekers","fantastic choreography",1
"Entertainment Seekers","fantastic comedy",1
"Entertainment Seekers","fantastic gore",1
"Entertainment Seekers","fantastic job",1
"Entertainment Seekers","fantastic looking",1
"Entertainment Seekers","fantastic visuals",1
"Entertainment Seekers","far-fetched plot",1
"Entertainment Seekers","farcelike comedy",1
"Entertainment Seekers","fast moving",1
"Entertainment Seekers","fast-moving",2
"Entertainment Seekers","fast-paced",11
"Entertainment Seekers","fasten your seat belt",1
"Entertainment Seekers","feel good",2
"Entertainment Seekers","feel-good",3
"Entertainment Seekers","feeling good",1
"Entertainment Seekers","fighting",1
"Entertainment Seekers","fighting skills",1
"Entertainment Seekers","filthy",1
"Entertainment Seekers","freshness",1
"Entertainment Seekers","friends",1
"Entertainment Seekers","frustrated",1
"Entertainment Seekers","fun",104
"Entertainment Seekers","fun film",1
"Entertainment Seekers","fun great navy story",1
"Entertainment Seekers","fun romp",1
"Entertainment Seekers","fun time",1
"Entertainment Seekers","funniest",6
"Entertainment Seekers","funniest movie",1
"Entertainment Seekers","funny",49
"Entertainment Seekers","funny cast",1
"Entertainment Seekers","funny characters",1
"Entertainment Seekers","funny forum",1
"Entertainment Seekers","funny premise",1
"Entertainment Seekers","funny scenes",1
"Entertainment Seekers","funny situations",2
"Entertainment Seekers","gagorama",1
"Entertainment Seekers","gags",3
"Entertainment Seekers","gangster film",1
"Entertainment Seekers","gangsters",1
"Entertainment Seekers","gleefully horrible",1
"Entertainment Seekers","gleefully trampling",1
"Entertainment Seekers","good entertainment",1
"Entertainment Seekers","good film",1
"Entertainment Seekers","good laughs",1
"Entertainment Seekers","good old-fashioned",1
"Entertainment Seekers","good show",1
"Entertainment Seekers","good story",1
"Entertainment Seekers","good story plot",1
"Entertainment Seekers","good to just sit down",1
"Entertainment Seekers","good, dumb movie",1
"Entertainment Seekers","goofy",1
"Entertainment Seekers","goofy overtones",1
"Entertainment Seekers","gore",4
"Entertainment Seekers","gore elements",1
"Entertainment Seekers","gory",3
"Entertainment Seekers","gratuitous",1
"Entertainment Seekers","great",3
"Entertainment Seekers","great action",1
"Entertainment Seekers","great characters",2
"Entertainment Seekers","great comedy",1
"Entertainment Seekers","great dialogs",1
"Entertainment Seekers","great entertainment",1
"Entertainment Seekers","great escape",1
"Entertainment Seekers","great film",1
"Entertainment Seekers","great fun",2
"Entertainment Seekers","great mix",1
"Entertainment Seekers","great moments of suspense",1
"Entertainment Seekers","great production values",1
"Entertainment Seekers","great soundtrack",1
"Entertainment Seekers","great speed",1
"Entertainment Seekers","great style",1
"Entertainment Seekers","great team",1
"Entertainment Seekers","great timing",1
"Entertainment Seekers","great voices",1
"Entertainment Seekers","great writing",1
"Entertainment Seekers","greatest sitcom",1
"Entertainment Seekers","gripping",2
"Entertainment Seekers","gripping thriller",1
"Entertainment Seekers","gritty",1
"Entertainment Seekers","groans",1
"Entertainment Seekers","guilty pleasure",1
"Entertainment Seekers","happy",1
"Entertainment Seekers","harmless",1
"Entertainment Seekers","heart jumpers",1
"Entertainment Seekers","heart-stirring",1
"Entertainment Seekers","hero",1
"Entertainment Seekers","heroes",1
"Entertainment Seekers","high art",1
"Entertainment Seekers","high production values",1
"Entertainment Seekers","high quality",1
"Entertainment Seekers","highly entertained",1
"Entertainment Seekers","hilarious",25
"Entertainment Seekers","holiday terror",1
"Entertainment Seekers","horrifying terror",1
"Entertainment Seekers","horror",4
"Entertainment Seekers","horror fan",1
"Entertainment Seekers","hot",1
"Entertainment Seekers","hugely enjoyable",1
"Entertainment Seekers","humor",12
"Entertainment Seekers","humorous",2
"Entertainment Seekers","humour",2
"Entertainment Seekers","imagination",1
"Entertainment Seekers","imaginative",1
"Entertainment Seekers","immature",1
"Entertainment Seekers","impeccable performance",1
"Entertainment Seekers","impressive pace",1
"Entertainment Seekers","inane",1
"Entertainment Seekers","incredible",2
"Entertainment Seekers","incredible chemistry",1
"Entertainment Seekers","incredible entertainment value",1
"Entertainment Seekers","insane",1
"Entertainment Seekers","insightful film",1
"Entertainment Seekers","instant classic",1
"Entertainment Seekers","intelligent humor",1
"Entertainment Seekers","intelligent killer",1
"Entertainment Seekers","intense",2
"Entertainment Seekers","intensely watching",1
"Entertainment Seekers","intensity",1
"Entertainment Seekers","interesting",2
"Entertainment Seekers","interesting cinematography",1
"Entertainment Seekers","interesting double feature",1
"Entertainment Seekers","intrigue",1
"Entertainment Seekers","inventive comedy",1
"Entertainment Seekers","irresistibly charming",1
"Entertainment Seekers","jokes",1
"Entertainment Seekers","jolly",1
"Entertainment Seekers","joy",2
"Entertainment Seekers","joy to watch",1
"Entertainment Seekers","joyous occasion",1
"Entertainment Seekers","kick-ass",1
"Entertainment Seekers","kiddie fare",1
"Entertainment Seekers","killer soundtrack",1
"Entertainment Seekers","kills",1
"Entertainment Seekers","lack of entertainment",1
"Entertainment Seekers","laid back",1
"Entertainment Seekers","laugh",13
"Entertainment Seekers","laugh riot",1
"Entertainment Seekers","laugh-a-minute",1
"Entertainment Seekers","laughable",1
"Entertainment Seekers","laughed",1
"Entertainment Seekers","laughing",9
"Entertainment Seekers","laughing hysterically",1
"Entertainment Seekers","laughs",7
"Entertainment Seekers","laughter",1
"Entertainment Seekers","lesbian sex",1
"Entertainment Seekers","light comedy",1
"Entertainment Seekers","light hearted",2
"Entertainment Seekers","light-hearted",1
"Entertainment Seekers","light-hearted comedy",1
"Entertainment Seekers","lighthearted",1
"Entertainment Seekers","likable",3
"Entertainment Seekers","loads of Laughs",1
"Entertainment Seekers","lovable characters",1
"Entertainment Seekers","loving",1
"Entertainment Seekers","low budget",1
"Entertainment Seekers","low humor",1
"Entertainment Seekers","ludicrous",1
"Entertainment Seekers","magical",2
"Entertainment Seekers","magical journey",1
"Entertainment Seekers","martial arts",3
"Entertainment Seekers","marvelously entertaining",1
"Entertainment Seekers","masterpiece",1
"Entertainment Seekers","masterpiece of trash",1
"Entertainment Seekers","mayhem",1
"Entertainment Seekers","memorable",1
"Entertainment Seekers","memorable quotes",1
"Entertainment Seekers","mesmerizing",1
"Entertainment Seekers","metal",1
"Entertainment Seekers","mildly entertaining",1
"Entertainment Seekers","mildly shocking",1
"Entertainment Seekers","mischievous",1
"Entertainment Seekers","mix up",1
"Entertainment Seekers","mockumentary",1
"Entertainment Seekers","modern production",1
"Entertainment Seekers","monster film",1
"Entertainment Seekers","moral story",1
"Entertainment Seekers","moved along well",1
"Entertainment Seekers","muscle cars",1
"Entertainment Seekers","music",1
"Entertainment Seekers","music video",1
"Entertainment Seekers","musical",1
"Entertainment Seekers","musicals",1
"Entertainment Seekers","must see",3
"Entertainment Seekers","must watch",2
"Entertainment Seekers","must-see",2
"Entertainment Seekers","mystery",3
"Entertainment Seekers","mystery thriller",1
"Entertainment Seekers","narrative twists",1
"Entertainment Seekers","natural",1
"Entertainment Seekers","nature",1
"Entertainment Seekers","never boring",2
"Entertainment Seekers","nice time filler",1
"Entertainment Seekers","nifty devices",1
"Entertainment Seekers","nightmares",1
"Entertainment Seekers","no action",1
"Entertainment Seekers","no humor",1
"Entertainment Seekers","no real plot",1
"Entertainment Seekers","no scares",1
"Entertainment Seekers","non stop Entertainer",1
"Entertainment Seekers","nostalgic",1
"Entertainment Seekers","not entertaining",3
"Entertainment Seekers","not funny",3
"Entertainment Seekers","nudity",1
"Entertainment Seekers","off color comedy",1
"Entertainment Seekers","old school wrestling",1
"Entertainment Seekers","one-liners",2
"Entertainment Seekers","open mind",1
"Entertainment Seekers","optimism",1
"Entertainment Seekers","original",3
"Entertainment Seekers","original comedies",1
"Entertainment Seekers","outstanding performances",1
"Entertainment Seekers","packed with action",1
"Entertainment Seekers","paranoia",1
"Entertainment Seekers","parody",4
"Entertainment Seekers","party movie",1
"Entertainment Seekers","pathetic action",1
"Entertainment Seekers","perfect",1
"Entertainment Seekers","perfect entertainment",1
"Entertainment Seekers","performance",2
"Entertainment Seekers","personal growth",1
"Entertainment Seekers","plenty of laughs",1
"Entertainment Seekers","plenty of sex",1
"Entertainment Seekers","plenty of twists",1
"Entertainment Seekers","plot twists",1
"Entertainment Seekers","popculture references",1
"Entertainment Seekers","popular",1
"Entertainment Seekers","positive surprise",1
"Entertainment Seekers","pre-war America",1
"Entertainment Seekers","precode",1
"Entertainment Seekers","predictable",1
"Entertainment Seekers","predictable ending",1
"Entertainment Seekers","punch",1
"Entertainment Seekers","punishment",1
"Entertainment Seekers","pure cinema",1
"Entertainment Seekers","pure enjoyment",1
"Entertainment Seekers","pure entertainment",2
"Entertainment Seekers","pure exploitation",1
"Entertainment Seekers","pure fun",1
"Entertainment Seekers","quality kills",1
"Entertainment Seekers","quick pace",1
"Entertainment Seekers","racy",1
"Entertainment Seekers","rare experience",1
"Entertainment Seekers","rebellion",1
"Entertainment Seekers","recommend",3
"Entertainment Seekers","refreshing change",1
"Entertainment Seekers","refreshingly different",1
"Entertainment Seekers","revenge",1
"Entertainment Seekers","rewatch",1
"Entertainment Seekers","rewatchable",1
"Entertainment Seekers","rocked",1
"Entertainment Seekers","rollicking adventure",1
"Entertainment Seekers","romp",1
"Entertainment Seekers","satire",1
"Entertainment Seekers","satisfying",1
"Entertainment Seekers","scariest movie",1
"Entertainment Seekers","scary",1
"Entertainment Seekers","scene stealer",1
"Entertainment Seekers","schlock",1
"Entertainment Seekers","screwball comedy",1
"Entertainment Seekers","sensible comedies",1
"Entertainment Seekers","sentimental",1
"Entertainment Seekers","set-pieces",1
"Entertainment Seekers","sex comedies",1
"Entertainment Seekers","sexy",1
"Entertainment Seekers","shark attacks",1
"Entertainment Seekers","sharp cynical humor",1
"Entertainment Seekers","sheer entertainment value",1
"Entertainment Seekers","shootouts",2
"Entertainment Seekers","short",1
"Entertainment Seekers","sillier",1
"Entertainment Seekers","silliness",1
"Entertainment Seekers","silly",8
"Entertainment Seekers","silly film",1
"Entertainment Seekers","slapstick",1
"Entertainment Seekers","slow",1
"Entertainment Seekers","small budget",1
"Entertainment Seekers","smile",1
"Entertainment Seekers","smile on your face",1
"Entertainment Seekers","smiling",2
"Entertainment Seekers","snappy pace",1
"Entertainment Seekers","solid little entertainment",1
"Entertainment Seekers","sparkling",1
"Entertainment Seekers","special effects",3
"Entertainment Seekers","spectacle",1
"Entertainment Seekers","spectacular",1
"Entertainment Seekers","spine tingling",1
"Entertainment Seekers","spoof",1
"Entertainment Seekers","stand-up",1
"Entertainment Seekers","strangely enjoyable",1
"Entertainment Seekers","stunts",3
"Entertainment Seekers","stylish",1
"Entertainment Seekers","superb job",1
"Entertainment Seekers","survival",1
"Entertainment Seekers","suspense",1
"Entertainment Seekers","suspenseful",1
"Entertainment Seekers","sweet love story",1
"Entertainment Seekers","thrill ride",1
"Entertainment Seekers","thriller",2
"Entertainment Seekers","thrilling",2
"Entertainment Seekers","thrilling sequences",1
"Entertainment Seekers","thumbs up",1
"Entertainment Seekers","timing",1
"Entertainment Seekers","tradition",1
"Entertainment Seekers","trash",1
"Entertainment Seekers","typical Hollywood film",1
"Entertainment Seekers","underdog",1
"Entertainment Seekers","unexpected ending",1
"Entertainment Seekers","unfunny",1
"Entertainment Seekers","unintentional funny",1
"Entertainment Seekers","unintentional hilarity",1
"Entertainment Seekers","unique",2
"Entertainment Seekers","unique style",1
"Entertainment Seekers","vehicle movie",1
"Entertainment Seekers","versatile",1
"Entertainment Seekers","violence",3
"Entertainment Seekers","violent",1
"Entertainment Seekers","violent actions",1
"Entertainment Seekers","visual comedy",1
"Entertainment Seekers","wackiness",1
"Entertainment Seekers","wacky",1
"Entertainment Seekers","wacky hijinks",1
"Entertainment Seekers","warm-hearted",1
"Entertainment Seekers","waste of time",1
"Entertainment Seekers","watch",1
"Entertainment Seekers","watchable",3
"Entertainment Seekers","watchable actors",1
"Entertainment Seekers","well-made",2
"Entertainment Seekers","well-staged",1
"Entertainment Seekers","well-written script",1
"Entertainment Seekers","western action",1
"Entertainment Seekers","whimsical",1
"Entertainment Seekers","whimsy",1
"Entertainment Seekers","wholesome",1
"Entertainment Seekers","wicked",1
"Entertainment Seekers","wild",1
"Entertainment Seekers","winner",1
"Entertainment Seekers","wit",1
"Entertainment Seekers","witty",3
"Entertainment Seekers","witty dialogue",1
"Entertainment Seekers","witty jokes",1
"Entertainment Seekers","wonderful",1
"Entertainment Seekers","wonderful music",1
"Entertainment Seekers","wonky",1
"Entertainment Seekers","worst kids movie",1
"Entertainment Seekers","worth a watch",1
"Entertainment Seekers","worth checking out",1
"Entertainment Seekers","worth the effort",1
"Entertainment Seekers","worth watching",1
"Entertainment Seekers","young children",1
"Entertainment Seekers","zany",1
"Entertainment Seekers","zombie",1
"Genre Loyalists","1960's",1
"Genre Loyalists","1987",1
"Genre Loyalists","70s",1
"Genre Loyalists","80's",1
"Genre Loyalists","80's and 90's",1
"Genre Loyalists","80s",1
"Genre Loyalists","Agatha Christie",1
"Genre Loyalists","Anime",1
"Genre Loyalists","Anthony Mann",1
"Genre Loyalists","Asian horror",1
"Genre Loyalists","Bakshi",2
"Genre Loyalists","Batman",1
"Genre Loyalists","Battlestar Galactica",1
"Genre Loyalists","Brian Yuzna",1
"Genre Loyalists","British TV",1
"Genre Loyalists","Bronte",1
"Genre Loyalists","Canadian actors",1
"Genre Loyalists","Canadian classic",1
"Genre Loyalists","Caprica",1
"Genre Loyalists","Castle in the Sky",1
"Genre Loyalists","Data's search",1
"Genre Loyalists","Diagnosis Murder",1
"Genre Loyalists","Disney",1
"Genre Loyalists","Dukes of Hazzard",1
"Genre Loyalists","Exploitation",1
"Genre Loyalists","Faustian plot",1
"Genre Loyalists","Final Destination",1
"Genre Loyalists","Frazetta",2
"Genre Loyalists","Freddy Krueger",1
"Genre Loyalists","Fulci",1
"Genre Loyalists","Giallo",1
"Genre Loyalists","Gore",2
"Genre Loyalists","Gundam",1
"Genre Loyalists","Hal Hartley",1
"Genre Loyalists","Hammer completist",1
"Genre Loyalists","Heavy Metal",1
"Genre Loyalists","Hong Kong film",1
"Genre Loyalists","Hong Kong movies",1
"Genre Loyalists","Horror",1
"Genre Loyalists","Italian",1
"Genre Loyalists","Italian Horror",1
"Genre Loyalists","Italian TV",1
"Genre Loyalists","Italian exploitation",1
"Genre Loyalists","Italian gems",1
"Genre Loyalists","James Stewart",1
"Genre Loyalists","Japanese action",1
"Genre Loyalists","Judd Nelson",1
"Genre Loyalists","King Kong",1
"Genre Loyalists","Kubrick",1
"Genre Loyalists","Kung-Fu",1
"Genre Loyalists","Laurel & Hardy",1
"Genre Loyalists","Mecha-Kong",1
"Genre Loyalists","Milgram experiment",1
"Genre Loyalists","Miyazaki",2
"Genre Loyalists","Modesty",1
"Genre Loyalists","Monsterfest",1
"Genre Loyalists","Nancy Drew",1
"Genre Loyalists","Nicholas Cage",1
"Genre Loyalists","Night Stalker",1
"Genre Loyalists","Ninja",1
"Genre Loyalists","OGRE",1
"Genre Loyalists","Poirot",1
"Genre Loyalists","Ringo Lam",1
"Genre Loyalists","ST:TNG",1
"Genre Loyalists","Satanic classics",1
"Genre Loyalists","Sci-Fi",1
"Genre Loyalists","Sci-fi",1
"Genre Loyalists","Scooby Doo",1
"Genre Loyalists","Sonny Chiba",1
"Genre Loyalists","Star Trek",4
"Genre Loyalists","Stephen King",1
"Genre Loyalists","TMNT",1
"Genre Loyalists","Takashi Miike",1
"Genre Loyalists","Tarzan films",1
"Genre Loyalists","Toho studios",1
"Genre Loyalists","Tolkien",1
"Genre Loyalists","Tomb Raider",1
"Genre Loyalists","Vonnegut",1
"Genre Loyalists","X Files",1
"Genre Loyalists","Zombie-Movies",1
"Genre Loyalists","action",1
"Genre Loyalists","adult cinema",1
"Genre Loyalists","alien",1
"Genre Loyalists","amateur effects",1
"Genre Loyalists","amateur-productions",1
"Genre Loyalists","animated series",1
"Genre Loyalists","animation",5
"Genre Loyalists","anime",3
"Genre Loyalists","apocalyptic",1
"Genre Loyalists","archetypes",1
"Genre Loyalists","art form",1
"Genre Loyalists","artsy",1
"Genre Loyalists","assassination",1
"Genre Loyalists","atmosphere",3
"Genre Loyalists","austere style",1
"Genre Loyalists","avant-garde",1
"Genre Loyalists","avoid",1
"Genre Loyalists","awful",1
"Genre Loyalists","bad films",1
"Genre Loyalists","bad movies",1
"Genre Loyalists","better version",1
"Genre Loyalists","book adaptation",2
"Genre Loyalists","bore",2
"Genre Loyalists","bored",1
"Genre Loyalists","cannibalistic",1
"Genre Loyalists","casting",1
"Genre Loyalists","character analysis",1
"Genre Loyalists","character changes",1
"Genre Loyalists","character design",1
"Genre Loyalists","character development",1
"Genre Loyalists","character portrayal",1
"Genre Loyalists","character stars",1
"Genre Loyalists","characters",3
"Genre Loyalists","cheap piece of trash",1
"Genre Loyalists","chop socky",1
"Genre Loyalists","class C film",1
"Genre Loyalists","classic",4
"Genre Loyalists","classic films",2
"Genre Loyalists","classics",1
"Genre Loyalists","claustrophobic",1
"Genre Loyalists","clichéd",1
"Genre Loyalists","comedy",2
"Genre Loyalists","comic-strip",1
"Genre Loyalists","controls",1
"Genre Loyalists","cops",1
"Genre Loyalists","costume dramas",1
"Genre Loyalists","counterculture",1
"Genre Loyalists","creepy",1
"Genre Loyalists","crime",1
"Genre Loyalists","crime film",1
"Genre Loyalists","cult cinema",1
"Genre Loyalists","cult-following",1
"Genre Loyalists","dated",1
"Genre Loyalists","demons",1
"Genre Loyalists","derivative",1
"Genre Loyalists","detective",1
"Genre Loyalists","devoted fan",1
"Genre Loyalists","direction",1
"Genre Loyalists","disrespectful",1
"Genre Loyalists","disturbing",2
"Genre Loyalists","diverse",1
"Genre Loyalists","diverse topics",1
"Genre Loyalists","documentary",2
"Genre Loyalists","drug culture",1
"Genre Loyalists","early slasher",1
"Genre Loyalists","entertaining mix",1
"Genre Loyalists","entertaining thriller",1
"Genre Loyalists","excess",1
"Genre Loyalists","exciting car chases",1
"Genre Loyalists","exploitation",1
"Genre Loyalists","exquisite",1
"Genre Loyalists","extreme horror",1
"Genre Loyalists","faithful transition",1
"Genre Loyalists","family values",1
"Genre Loyalists","fan",1
"Genre Loyalists","fan base",1
"Genre Loyalists","fan film",1
"Genre Loyalists","fantastic",1
"Genre Loyalists","fantasy",4
"Genre Loyalists","fantasy film",1
"Genre Loyalists","far fetched",1
"Genre Loyalists","favorite movies",1
"Genre Loyalists","fight scenes",1
"Genre Loyalists","film noir",1
"Genre Loyalists","film noire",2
"Genre Loyalists","film noirs",1
"Genre Loyalists","franchise",2
"Genre Loyalists","gangster",2
"Genre Loyalists","genre appreciation",1
"Genre Loyalists","giallo",2
"Genre Loyalists","gore",3
"Genre Loyalists","gory",1
"Genre Loyalists","grand opera",1
"Genre Loyalists","hand-to-hand fight",1
"Genre Loyalists","horrific",1
"Genre Loyalists","horror",21
"Genre Loyalists","horror fans",1
"Genre Loyalists","horror films",1
"Genre Loyalists","horror/comedy",1
"Genre Loyalists","horrors",1
"Genre Loyalists","imitation",1
"Genre Loyalists","independent film",1
"Genre Loyalists","indie",1
"Genre Loyalists","indie film",1
"Genre Loyalists","ironic humor",1
"Genre Loyalists","kids film",1
"Genre Loyalists","killer dentist",1
"Genre Loyalists","like The Pianist",1
"Genre Loyalists","love",1
"Genre Loyalists","low budget",3
"Genre Loyalists","low-budget",1
"Genre Loyalists","mad doctor",1
"Genre Loyalists","magic",1
"Genre Loyalists","magnificent",1
"Genre Loyalists","martial arts",4
"Genre Loyalists","mecha",2
"Genre Loyalists","menacing",1
"Genre Loyalists","murder mysteries",1
"Genre Loyalists","musical",1
"Genre Loyalists","musical moments",1
"Genre Loyalists","must see",2
"Genre Loyalists","mysterious",1
"Genre Loyalists","mystery",2
"Genre Loyalists","mythological themes",1
"Genre Loyalists","neo-noir",1
"Genre Loyalists","noir",1
"Genre Loyalists","nostalgic",1
"Genre Loyalists","occult",1
"Genre Loyalists","old Powells",1
"Genre Loyalists","old film",1
"Genre Loyalists","old horror films",1
"Genre Loyalists","old school",1
"Genre Loyalists","opera",1
"Genre Loyalists","original",2
"Genre Loyalists","original script",1
"Genre Loyalists","original series",1
"Genre Loyalists","otaku",1
"Genre Loyalists","parody",2
"Genre Loyalists","political thriller",1
"Genre Loyalists","predictable",1
"Genre Loyalists","production design",1
"Genre Loyalists","psychological",1
"Genre Loyalists","psychological elements",1
"Genre Loyalists","public domain",1
"Genre Loyalists","recommend",1
"Genre Loyalists","requirements",1
"Genre Loyalists","ridiculousness",1
"Genre Loyalists","scare factor",1
"Genre Loyalists","schlocky films",1
"Genre Loyalists","sci fi",1
"Genre Loyalists","sci-fi",7
"Genre Loyalists","science fiction",3
"Genre Loyalists","serial killers",1
"Genre Loyalists","series",1
"Genre Loyalists","setting",1
"Genre Loyalists","sex farces",1
"Genre Loyalists","shock films",1
"Genre Loyalists","slasher",2
"Genre Loyalists","slasher flick",1
"Genre Loyalists","slasher flicks",1
"Genre Loyalists","slasher movies",1
