"row ID","Cluster0","Cluster1","Cluster2","Cluster3","Cluster4","Keywords"
"Mean(littl[])",0.3445244569433429,0.11320719097824221,0.352968683829209,0.2720628860594991,0.3850567459955008,"littl"
"Mean(funni[])",0.1233763230272472,0.11311258409116376,0.13674209135519902,0.14959818541423478,0.20383914239284318,"funni"
"Mean(feel[])",0.2684127128162231,0.11262010000496112,0.21249339764617664,0.21552036912261782,0.2771653012776216,"feel"
"Mean(perform[])",0.23878529455751762,0.11147225053053628,0.36089141109261175,0.23736284913539288,0.25105489467312136,"perform"
"Mean(person[])",0.3913064867293484,0.11012844548767356,0.1822260599965103,0.1819145624580547,0.3232531846894617,"person"
"Mean(lot[])",0.24736672522942324,0.10984523485048375,0.21363489906177455,0.2264164742193167,0.26007726842302986,"lot"
"Mean(believ[])",0.23213115166753218,0.10757297272397817,0.2572786930981816,0.1935087606208544,0.3068168265518686,"believ"
"Mean(cast[])",0.2500666970340649,0.1070579782831761,0.3419472637473387,0.20919850593629358,0.2629159739567639,"cast"
"Mean(life[])",0.3468830407529258,0.10698609274375408,0.30894270817057445,0.241755737447819,0.3402847220429516,"life"
"Mean(direct[])",0.2889105036475875,0.10252482166355825,0.41932149487740145,0.15117729108245084,0.2983314983317481,"direct"
"Mean(director[])",0.20211918402422147,0.09900923626704705,0.39113805056539147,0.23583770570220966,0.4081440527638868,"director"
"Mean(try[])",0.16459881685870542,0.09895459523740228,0.2792301357424469,0.2240205305557635,0.29137057642690106,"try"
"Mean(actual[])",0.273926433645005,0.09892289468151298,0.2710730332945362,0.23971814682229073,0.32057332633092983,"actual"
"Mean(role[])",0.3115815421988697,0.09786197821509042,0.3225667888789582,0.19720523643881996,0.21779445591827346,"role"
"Mean(bore[])",0.08175145730822801,0.09761314414698104,0.17258640987292578,0.13570897186589037,0.06753381255897097,"bore"
"Mean(enjoi[])",0.18559303519630935,0.09696488928045245,0.2098968850434451,0.1262969291201584,0.24092512022378038,"enjoi"
"Mean(origin[])",0.2249148956561083,0.09577786591552122,0.25719434827342,0.1893870283144186,0.16515489922574136,"origin"
"Mean(dai[])",0.22103822265309542,0.0947422309357587,0.4277498938379346,0.16485155193754125,0.34490505273888794,"dai"
"Mean(fan[])",0.07897824317006924,0.09430186187346877,0.3126222125481907,0.13965573483634267,0.26097158612718524,"fan"
"Mean(minut[])",0.07842763585668065,0.09429928002807227,0.20696181684401846,0.18396605941690525,0.08638406268272074,"minut"
"Mean(ca[])",0.15042659581886555,0.0942025484692962,0.2778713506098489,0.18999750469049503,0.22781998931987602,"ca"
"Mean(wonder[])",0.25698942006428405,0.09334289416969034,0.2237949533059806,0.15580441193640926,0.2972138510308675,"wonder"
"Mean(comedi[])",0.35425631500232135,0.09283487834957643,0.04314660246823146,0.13570897186589037,0.1350676251179419,"comedi"
"Mean(laugh[])",0.11175689619866204,0.09238177180825455,0.08847420949060747,0.1270398905506159,0.18464182850213728,"laugh"
"Mean(complet[])",0.1585153095202788,0.09198833936344901,0.3137282167588852,0.14587021360413108,0.1964211444055629,"complet"
"Mean(recommend[])",0.05643577436333827,0.09188949418420939,0.1340349641129284,0.12830697419357245,0.11655214270689432,"recommend"
"Mean(perfect[])",0.1100381576658885,0.09165010692870795,0.06533515611412127,0.1518902774618889,0.15907690184307788,"perfect"
"Mean(music[])",0.10077311853376916,0.09150624309839629,0.2592808362275102,0.19365090726788403,0.31217759545787194,"music"
"Mean(real[])",0.2579096687591128,0.09103421519693017,0.3526719334168172,0.24621990133283847,0.25179323392688097,"real"
"Mean(line[])",0.1795900912264653,0.09061528475293358,0.324972546028842,0.17220767396400172,0.23313247867286488,"line"
"Mean(set[])",0.33962505058070935,0.09054322612242094,0.40330474756459234,0.1996005588272463,0.2404798494795085,"set"
"Mean(pretti[])",0.07842763585668065,0.09037014336023604,0.24835418021282202,0.17547531821304815,0.23755617237748208,"pretti"
"Mean(br[])",0.11871883061593591,0.0899586656512975,0.11748217613035326,0.08675606852703016,0.09807207746533837,"br"
"Mean(dvd[])",0.05772159428777244,0.0896454028622227,0.11424065536121623,0.10310951458243114,0.23841528075384263,"dvd"
"Mean(start[])",0.24831537782801777,0.08957031954350135,0.37350771414964345,0.19087033885469845,0.26666912314574076,"start"
"Mean(found[])",0.1936789313818251,0.08940711193461783,0.1752333188692704,0.12580853662409153,0.20570867867262174,"found"
"Mean(gui[])",0.2106086484535179,0.0890262332371907,0.3126222125481907,0.15105620298624825,0.23922395394991983,"gui"
"Mean(am[])",0.028800558226430562,0.08873685507602928,0.13680265157554522,0.10601231119244528,0.26170942040539086,"am"
"Mean(tv[])",0.17538157833797155,0.08859640707514768,0.09256249967837386,0.10759401672016111,0.07244021713959693,"tv"
"Mean(script[])",0.2080578076084947,0.08794796910279984,0.3088358081688593,0.18582940935972395,0.10742115066742929,"script"
"Mean(worst[])",0.09004138090738732,0.08721213074923376,0.11880459980835827,0.08123391439887742,0.1735580240678625,"worst"
"Mean(reason[])",0.28958689162358703,0.0857289653395169,0.16673184669236835,0.16530678817363015,0.32621448265898156,"reason"
"Mean(live[])",0.2989283260357971,0.08548785241388497,0.31553545526000804,0.2130538544063303,0.22636239181696227,"live"
"Mean(star[])",0.3238390198721135,0.08486385349115588,0.27609352335250703,0.2049632017073556,0.3292543880973997,"star"
"Mean(read[])",0.28217887181669143,0.08482107155465483,0.06701748205646421,0.13136190215056245,0.2097938568724097,"read"
"Mean(friend[])",0.24805985465342784,0.08423097386459316,0.1745606384598195,0.14322924181318517,0.22768778929541683,"friend"
"Mean(happen[])",0.25829810580142604,0.08346587439937983,0.2044860004261289,0.19574728245920034,0.2987273745355623,"happen"
"Mean(re[])",0.23528290757004208,0.08316672613586928,0.31044272526602773,0.17547531821304813,0.2807482037188424,"re"
"Mean(worth[])",0.1761395311972495,0.08309636859602175,0.16268442811968184,0.11441542197428164,0.09700437949993451,"worth"
"Mean(action[])",0.270983759930268,0.08281349446517627,0.17162304795583638,0.1672224569826099,0.2014705345568514,"action"
"Mean(bit[])",0.2596255334290968,0.0825941215773777,0.20553688063136827,0.18269944945010497,0.38605188014239605,"bit"
"Mean(expect[])",0.10799323516783152,0.08250768593244324,0.14961562788876662,0.18414231124771277,0.2676354088941912,"expect"
"Mean(girl[])",0.08099492637587367,0.08183139342480032,0.32060491690449994,0.17537362975972645,0.2007265566706434,"girl"
"Mean(entertain[])",0.301455777282644,0.08169131808426418,0.15186976658557447,0.17504891288984406,0.0905558856659326,"entertain"
"Mean(ll[])",0.13942223819907604,0.08102481555458504,0.19867668943368338,0.1599979417281705,0.18427982788051792,"ll"
"Mean(comment[])",0.06158206812030357,0.07944370949995663,0.09750494119048066,0.09333806336182772,0.203488572919264,"comment"
"Mean(hard[])",0.19519113347870645,0.07823085639753027,0.24282706486339078,0.17207325808501342,0.09213991394025897,"hard"
"Mean(product[])",0.2874069008452612,0.07703338555285659,0.3185426484368312,0.12446110805834673,0.11871154600130354,"product"
"Mean(horror[])",0.11355614297549979,0.07680197936246723,0.40454375935021814,0.1290851881687306,0.2345181213624453,"horror"
"Mean(own[])",0.30890831532512186,0.07673497044057374,0.3464492564236609,0.19787147073769668,0.3402468400682501,"own"
"Mean(job[])",0.20594257092969329,0.07664422641624893,0.11645562046619563,0.13377466145860423,0.17012647163757277,"job"
"Mean(final[])",0.34284293955851897,0.07663159462369826,0.35493035088910774,0.1713087666433098,0.32679009289022715,"final"
"Mean(monei[])",0.15144719461178668,0.07587334733352512,0.21581225232179604,0.10493435250594461,0.1501302624847277,"monei"
"Mean(effect[])",0.3380939373638039,0.0755701067846278,0.3911920236805552,0.19709179780576772,0.2363265314683446,"effect"
"Mean(especi[])",0.3055340670886116,0.07444726534321898,0.2638703306674373,0.17441001913061374,0.11472623072497273,"especi"
"Mean(mayb[])",0.1480711414571922,0.07418198253623351,0.16411218178172138,0.1378622479436194,0.17124749403310052,"mayb"
"Mean(absolut[])",0.18699248489541356,0.07416423538479923,0.12336309767405756,0.09447293633842356,0.15447205273968945,"absolut"
"Mean(famili[])",0.18008276181477464,0.07367921390883543,0.1663264397317016,0.1104781235824733,0.2727340378209269,"famili"
"Mean(hope[])",0.2020255800072035,0.07301762652487476,0.11424065536121628,0.17184919097071855,0.14304916845230561,"hope"
"Mean(kid[])",0.1176814691026819,0.07295940783854475,0.18632899274591305,0.15288532738126207,0.14582268997506234,"kid"
"Mean(audienc[])",0.19596020267796876,0.07292915726370952,0.2437838235696158,0.14850545274170865,0.41626328767618215,"audienc"
"Mean(classic[])",0.05949125097342135,0.07227579139355005,0.23548620176979293,0.14169426157772166,0.17200731259706617,"classic"
"Mean(fun[])",0.14552773848292838,0.07217868848685248,0.25346081119110025,0.15755139778778574,0.12021856657285387,"fun"
"Mean(mind[])",0.20160390758501398,0.07214378461465808,0.20520397736331777,0.1714905033995439,0.09516706196559663,"mind"
"Mean(world[])",0.3363600176281669,0.07194191746643708,0.28676847656760396,0.22409258242157062,0.29923667120097797,"world"
"Mean(probabl[])",0.38222429559598764,0.07112489011184404,0.15129711700674506,0.19507906661675556,0.24808968254522173,"probabl"
"Mean(lead[])",0.27939224049665506,0.07068605267146745,0.15482986660856304,0.19660935442357216,0.16156159993937014,"lead"
"Mean(seri[])",0,0.07029176897250052,0.16902814644904554,0.13868976118896034,0.20157393862246414,"seri"
"Mean(kill[])",0.16964760174049948,0.0701180265598504,0.313376819881756,0.1652976632343329,0.25693006350553904,"kill"
"Mean(rate[])",0.15698473092206092,0.06999635596287537,0.17399141010528416,0.1019729876074925,0.15561964630534733,"rate"
"Mean(shot[])",0.1396961202483276,0.06928632885619083,0.46448959982568916,0.14821320564238513,0.36928365700427457,"shot"
"Mean(idea[])",0.20594257092969329,0.06927458926084057,0.20962011683915216,0.14332999441993308,0.2430378166251039,"idea"
"Mean(terribl[])",0.12986661339444172,0.06912807535663273,0.128513836171583,0.09138761683312564,0.10728111541279968,"terribl"
"Mean(rememb[])",0.031714189854798486,0.06911477367169669,0.10042826787352856,0.12360402199818903,0.1309933928785155,"rememb"
"Mean(poor[])",0.0919353718174794,0.06908788653390012,0.21834650806651362,0.12939052329867465,0.15189322300279207,"poor"
"Mean(mean[])",0.26998308791957887,0.06898183577958394,0.3419785780314666,0.19583388656502795,0.2899383596353738,"mean"
"Mean(true[])",0.058586444219591326,0.06897520723545826,0.3014760775466469,0.1553959531864373,0.21778873829456763,"true"
"Mean(els[])",0.2130113264741965,0.06860332767132031,0.24090566684581757,0.11530527643902372,0.20110386101911723,"els"
"Mean(tell[])",0.1410894359083457,0.0685636995066793,0.2680699282258568,0.17107596559143004,0.3496564281206827,"tell"
"Mean(begin[])",0.3216155563275503,0.06847846057600426,0.2970477013303068,0.2002079745229907,0.33210302012084,"begin"
"Mean(nice[])",0.09086831676707201,0.06828601260017289,0.28774966976239474,0.13444713914824147,0.15013026248472766,"nice"
"Mean(beauti[])",0.17575933265877391,0.06824142843508094,0.2550951425394704,0.14905326121964418,0.24198748699396405,"beauti"
"Mean(review[])",0.12621727482800385,0.06718553027265198,0.14988301385825464,0.10931638617582097,0.20853288884626728,"review"
"Mean(piec[])",0.18791504439024037,0.06511580421960211,0.07438303840447015,0.1254551530924397,0.2328512506574718,"piec"
"Mean(amaz[])",0.12986661339444175,0.06506171798271317,0.07710830170294979,0.11247706687153926,0.13410139426599962,"amaz"
"Mean(hollywood[])",0.1847462043609108,0.0647890446407414,0.2437623529762017,0.14334059730566392,0.050872143229816,"hollywood"
"Mean(name[])",0.25244750567314256,0.06464194534778489,0.22206030591619033,0.18220332793123303,0.39391567310350273,"name"
"Mean(definit[])",0.06263834813008012,0.06433127645792028,0.19835476907858712,0.1390178723456763,0.12936180592081767,"definit"
"Mean(wrong[])",0.1834377728893517,0.0643301879875643,0.12101797517005841,0.12908584018139554,0.3535829535403446,"wrong"
"Mean(moment[])",0.4368277663954145,0.06428595837032051,0.3242081078715966,0.18325609288240677,0.3383041125616661,"moment"
"Mean(guess[])",0.1623332667430521,0.0642484465079293,0.12851383617158293,0.10896215853180356,0.10728111541279968,"guess"
"Mean(disappoint[])",0.03179508603022855,0.06371592717989114,0.1510266586435856,0.13080371574829072,0.18385854095740856,"disappoint"
"Mean(main[])",0.2511755694752974,0.06370454868531353,0.12427957864663153,0.12236758512899103,0.1815562540229052,"main"
"Mean(involv[])",0.15040994425348145,0.06329710508333723,0.19051926272107653,0.14329653948251903,0.3479047406210961,"involv"
"Mean(goe[])",0.26029270022962003,0.063028467513303,0.29764952294776,0.14716136834761043,0.4061572085708564,"goe"
"Mean(word[])",0.18608386138622848,0.06292750223542198,0.1718691219747805,0.12759026393243772,0.25620241785060444,"word"
"Mean(special[])",0.09490181184660341,0.0626005799084824,0.2253918031356831,0.126715999483689,0.1567942978335187,"special"
"Mean(call[])",0.11425307360698551,0.06224796660261928,0.18090069987772706,0.2010007776419191,0.3539361519346834,"call"
"Mean(write[])",0.12258049575663922,0.06217909788051015,0.16982506182951057,0.152614463377924,0.22783983450418813,"write"
"Mean(miss[])",0.09395752219512019,0.06197769317287426,0.17356042294376373,0.15258059159891313,0.10348944473665413,"miss"
"Mean(qualiti[])",0.2632808411196345,0.061828477026281844,0.07816149970739147,0.11045043833295201,0.054373217187750615,"qualiti"
"Mean(night[])",0.22088023094900677,0.06165260425019838,0.24980502309709096,0.10931638617582104,0.20853288884626728,"night"
"Mean(hour[])",0.09714070431933741,0.06164411207959707,0.25634352528714033,0.09464991702909803,0.24074000635661874,"hour"
"Mean(woman[])",0.1443039857194311,0.06145047776845908,0.27417757286691913,0.1780982524605627,0.35762292113076405,"woman"
"Mean(joke[])",0.13961865726156325,0.061203959841093995,0.027632859249684383,0.08313475603323855,0.05766857582542828,"joke"
"Mean(surpris[])",0.19225041333774848,0.06099969168527993,0.10146549592825611,0.11794279868583611,0.2382233382663405,"surpris"
"Mean(bring[])",0.1200551745431831,0.0608981257817925,0.19008735969337323,0.17221589852562022,0.2479400343826609,"bring"
"Mean(run[])",0.318135522502869,0.06085507208180974,0.18316893719862154,0.16907901895257377,0.3822656080666884,"run"
"Mean(save[])",0.1278353948559896,0.060841895244577816,0.22770679708723146,0.12109763187924937,0.1584047284085089,"save"
"Mean(simpli[])",0.12435763733042722,0.060744238142285155,0.04922489810996077,0.16155863995064035,0.23114299982068526,"simpli"
"Mean(video[])",0.10218005983601765,0.060576093482218395,0.08089254737018063,0.08849782960156517,0.16881922929429008,"video"
"Mean(entir[])",0.2059425709296933,0.06043102467435021,0.18632899274591302,0.17518110429102948,0.31594916161263514,"entir"
"Mean(sens[])",0.14872812743355343,0.06035401136987177,0.32968068247771015,0.15779588221155358,0.2702972055096754,"sens"
"Mean(total[])",0.16020867778145703,0.06019706416310523,0.17756461787444824,0.10406717531103193,0.317631117688454,"total"
"Mean(screen[])",0.2910554769658567,0.05978436824163551,0.27650270311756386,0.18591064938958712,0.1683059932019954,"screen"
"Mean(appear[])",0.39744650041424934,0.05973487283747456,0.31464514616128075,0.17211358422497408,0.32832536990742345,"appear"
"Mean(view[])",0.2406559108055703,0.05952942025694796,0.14288944704080733,0.18237741388684245,0.14910203169475553,"view"
"Mean(rent[])",0.03709965950876256,0.059476843721364865,0.05874112755554071,0.04418136089647508,0.09194263443475936,"rent"
"Mean(wait[])",0.034904664315390806,0.05945527527420555,0.16579715549810636,0.06424049329841156,0.20184001538899896,"wait"
"Mean(book[])",0.2002421260476213,0.05935544452609137,0.10568334430291126,0.0939407504914767,0.19298697655314234,"book"
"Mean(truli[])",0.09215343646148647,0.05924872667244767,0.21886441159603037,0.1529764548287543,0.27913142348479225,"truli"
"Mean(black[])",0.19967566284591312,0.05918753442740872,0.10538437761312078,0.09007211761805202,0.24742419091776183,"black"
"Mean(follow[])",0.24458369718580217,0.05896933898860061,0.2178323553061051,0.13239573351938008,0.3535829535403446,"follow"
"Mean(help[])",0.19994287881222478,0.05867049725764119,0.38441398724017,0.19790845798588946,0.2123616911608101,"help"
"Mean(ag[])",0.10012106302381063,0.05851945234966761,0.07926250822718346,0.11561938522027904,0.16541740847412192,"ag"
"Mean(top[])",0.1668684383730178,0.05851945234966728,0.10568334430291129,0.09755385627961038,0.22055654463216265,"top"
"Mean(instead[])",0.2798046839934612,0.05840792129065877,0.22151204149482354,0.137998004957839,0.17977788874942188,"instead"
"Mean(aw[])",0.06959048919652208,0.05839729251626406,0.08263870592086997,0.09794216998029025,0.05748779542321389,"aw"
"Mean(left[])",0.15737662368240807,0.058344504389575655,0.14950779249828763,0.14993374062506368,0.18200948651965462,"left"
"Mean(tri[])",0.27845197900502366,0.05812555044051261,0.17145422781327846,0.15072899148420085,0.1789087594573341,"tri"
"Mean(flick[])",0.06915960736475295,0.05803571534299962,0.13687838957607357,0.08610469634870951,0.1428296239054681,"flick"
"Mean(move[])",0.2954918197460878,0.05773485522263715,0.3275034335519139,0.1791471773275426,0.12205096902555805,"move"
"Mean(coupl[])",0.09766143810999481,0.05708183374480035,0.2834894522915127,0.11630336504267189,0.16135368035564362,"coupl"
"Mean(understand[])",0.22088023094900675,0.05691009623095233,0.1498830138582546,0.1263970715157931,0.33886594437518436,"understand"
"Mean(pictur[])",0.159794243569987,0.056839138978487164,0.20240604185531685,0.1349373612368778,0.18480551647659357,"pictur"
"Mean(care[])",0.21401073503757695,0.056671832274759054,0.1936287602720934,0.1555649868852716,0.30307110303458107,"care"
"Mean(annoi[])",0.06959048919652208,0.05665408975458451,0.13773117653478326,0.09794216998029033,0.057487795423213875,"annoi"
"Mean(viewer[])",0.21923421845528046,0.05648599884110064,0.17356042294376373,0.14918991178560398,0.2069788894733083,"viewer"
"Mean(usual[])",0.12685675941919397,0.05640401069759157,0.1255353348419107,0.1579384725532415,0.18339075002992172,"usual"
"Mean(suppos[])",0.15857094927399248,0.05640401069759151,0.2008565357470572,0.13733780222021,0.23578810718132798,"suppos"
"Mean(base[])",0.16546513108858554,0.05636939996478636,0.2357878118012344,0.10748162361309828,0.13668858655144023,"base"
"Mean(rest[])",0.09372599876190257,0.05634681006648329,0.1978659973862388,0.14543996389073968,0.33551190861144853,"rest"
"Mean(deserv[])",0.035586481046967135,0.056159548863836145,0.11269052331539592,0.08475868420303281,0.08819258346422292,"deserv"
"Mean(song[])",0.17184373633985803,0.05595966100981536,0.10883436634857675,0.10418332505162904,0.056783147660127015,"song"
"Mean(ridicul[])",0.07070844326386667,0.055793016866742526,0.055977517583894444,0.08420549653645663,0.17523396808871305,"ridicul"
"Mean(episod[])",0.14141688652773332,0.05579301686674252,0.08396627637584164,0.09186054167613449,0.029205661348118833,"episod"
"Mean(version[])",0.26184322067370763,0.05575172068398651,0.155469412275014,0.12047772119317325,0.13519079328262087,"version"
"Mean(john[])",0.19325743720212196,0.0556713909408881,0.2549924518639109,0.13250889806261354,0.10643163208232806,"john"
"Mean(american[])",0.37037756492383667,0.05566650283627867,0.1466077861156853,0.14034249611074148,0.30596407537186504,"american"
"Mean(releas[])",0.15777159353500483,0.05532926022453695,0.19984401847767277,0.13664548271977622,0.31279933326940096,"releas"
"Mean(leav[])",0.18300791795986882,0.05501094963065267,0.2656156587056429,0.1585025842159547,0.3023609079336962,"leav"
"Mean(anim[])",0.06852962111061839,0.05493211553758201,0.1627578501377186,0.11499699952750486,0.05661142613485866,"anim"
"Mean(attempt[])",0.15582707074617794,0.05464733133616793,0.2467261953481152,0.14845747138895143,0.28319876335609734,"attempt"
"Mean(type[])",0.17852287537495806,0.05455715558591323,0.028266121934368362,0.08117450401664766,0.11798033503040707,"type"
"Mean(sex[])",0.13789495241906832,0.054403512869355526,0.13645854666470306,0.08584059003865076,0.22782644312715636,"sex"
"Mean(favorit[])",0.13543685071566977,0.054281875566992245,0.18763647026233415,0.10630442271272654,0.13985326976074597,"favorit"
"Mean(wo[])",0.13961865726156322,0.054209221573540384,0.1105314369987375,0.09825016622110007,0.08650286373814242,"wo"
"Mean(talent[])",0.06546080516842694,0.054111964193281105,0.1036462748500093,0.14882542029744927,0.18926711059566922,"talent"
"Mean(cours[])",0.26250935859485997,0.05406696816587894,0.3463665148126623,0.18314992920008588,0.31323580470014684,"cours"
"Mean(lack[])",0.3079103406015179,0.05399087053395103,0.19500988238096134,0.16334161088319848,0.20348857291926403,"lack"
"Mean(except[])",0,0.053916302449792126,0.35605548240941653,0.1425960906352731,0.15922978095327944,"except"
"Mean(realiz[])",0.13237210487086842,0.05388251467222229,0.18339052028984903,0.11822978597440811,0.2187017384823044,"realiz"
"Mean(titl[])",0.12986661339444172,0.05367591733573826,0.23132490510884932,0.1230217918907461,0.2682027885319992,"titl"
"Mean(stupid[])",0.06894747620953416,0.05353996504603241,0.1910419653305842,0.09330498917244656,0.19934813773626187,"stupid"
"Mean(dialogu[])",0.06563971657269087,0.053437738936897315,0.2078591024801878,0.138572734986792,0.1626723410714513,"dialogu"
"Mean(sound[])",0.12345918830794553,0.05334706521810041,0.21991167917352797,0.18712332814765542,0.15298203768593255,"sound"
"Mean(ago[])",0.144268256140568,0.05330412496162702,0.028553092361154078,0.0780939278253787,0.14897265579732563,"ago"
"Mean(crap[])",0.03794623256990558,0.05322978438283385,0.12016306980470098,0.03286511310897804,0.18808132665083632,"crap"
"Mean(includ[])",0.24993599669840688,0.053216431729456455,0.2225992470595187,0.14205763914909442,0.3097033002567217,"includ"
"Mean(pleas[])",0,0.052624161285245774,0.029698977927722466,0.07310517643747076,0.09297071351287031,"pleas"
"Mean(head[])",0.3643147778192504,0.0524738160537285,0.240346554811311,0.15119236268472208,0.3511149670286979,"head"
"Mean(dead[])",0.16276906351665796,0.05218910513810305,0.1546306103408251,0.12687639822836938,0.3227073607112872,"dead"
"Mean(hit[])",0.10069546509407311,0.05212887623854899,0.2657241439982485,0.11991653677869679,0.11091094706013853,"hit"
"Mean(opinion[])",0.03780036202356918,0.05207828386899113,0.1496264330099613,0.04501581574316784,0.12490554407788079,"opinion"
"Mean(chang[])",0.25973322678888344,0.0520493743861705,0.23132490510884932,0.11599197521127487,0.26820278853199925,"chang"
"Mean(fail[])",0.19479992009166258,0.052049374386170445,0.23132490510884932,0.13005160857021733,0.2145622308255994,"fail"
"Mean(sorri[])",0.11757360583629967,0.0520310354107465,0.031026368206801293,0.029700455035570512,0.09712602221259535,"sorri"
"Mean(drama[])",0.13831921472950587,0.05197228239671612,0.273756779152147,0.08236101389876563,0.17139554868656168,"drama"
"Mean(writer[])",0.10157763803675234,0.05173741264978943,0.10722084014990522,0.10997009246144125,0.3076771934736412,"writer"
"Mean(short[])",0.16365201292106732,0.051652329457222805,0.12955784356251165,0.14882542029744925,0.16222895193914497,"short"
"Mean(home[])",0.16104786433510157,0.05163723217705562,0.17849471630473765,0.1394830505922248,0.292686988226402,"home"
"Mean(wors[])",0.10640911766393088,0.05153278297765406,0.05616036765596352,0.08832057819399396,0.2344084910857608,"wors"
"Mean(stop[])",0.2611337997664365,0.051512386011935446,0.20673092481509556,0.10954972084218735,0.3235788388410192,"stop"
"Mean(camera[])",0.159794243569987,0.05123528020596029,0.2277067970872315,0.14877709059450633,0.23760709261276322,"camera"
"Mean(voic[])",0.23842013961737457,0.051191064914550756,0.1348209122836344,0.11062228700195648,0.14068269107857503,"voic"
"Mean(stuff[])",0.10747205056551934,0.05115017831793345,0.19852476007241765,0.07756767182316679,0.11837501221709376,"stuff"
"Mean(experi[])",0.13583651063721677,0.05103942720053631,0.26884309396949146,0.11029460265415034,0.11221276965683125,"experi"
"Mean(add[])",0.06791825531860837,0.0510394272005363,0.26884309396949146,0.09926514238873538,0.2524787317278703,"add"
"Mean(enjoy[])",0.07392983541004215,0.05092727620533558,0.17558335909885014,0.06803229868217553,0.06107247273003484,"enjoy"
"Mean(fine[])",0.1374749890718864,0.05079415383967856,0.05441718317428839,0.1153458241643036,0.22713259064050814,"fine"
"Mean(fall[])",0.15286481074112637,0.05054514770451486,0.2904431404081401,0.1820441335891476,0.2525592525288175,"fall"
"Mean(women[])",0.034161907936439403,0.05048846248747343,0.13522421891507264,0.09246100438637452,0.45153130489902515,"women"
"Mean(human[])",0.22371194099798183,0.050434728952742036,0.20240604185531685,0.15915688761272764,0.1584047284085089,"human"
"Mean(heard[])",0.03657071404198641,0.05038417425692258,0.11580726113295697,0.09106211986523109,0.06042117972154277,"heard"
"Mean(talk[])",0.18838167710647305,0.05033445822049466,0.19884732583461043,0.17675317851965364,0.18155625402290523,"talk"
"Mean(father[])",0.06693795018783652,0.05030274437319287,0.18547390364546365,0.1231963413713458,0.2764828377323682,"father"
"Mean(wish[])",0.10747205056551934,0.05025280676849597,0.1701640800620723,0.08532443900548353,0.11837501221709375,"wish"
"Mean(produc[])",0.20024212604762132,0.05015953058542917,0.15852501645436687,0.14452423152534877,0.055139136158040655,"produc"
"Mean(recent[])",0.07025403664205782,0.05015499122171964,0.25028000553733115,0.09127020144951105,0.14508985828251075,"recent"
"Mean(humor[])",0.14006099033316255,0.04999540294357784,0.11088161734708703,0.11372473574060207,0.08677691792380722,"humor"
"Mean(avoid[])",0.07531293533487461,0.04999349102321599,0.08943411071016359,0.057074760111329455,0.1555375838437628,"avoid"
"Mean(past[])",0.13961865726156322,0.049837510156319376,0.1934300147477907,0.09069246112716926,0.2018400153889989,"past"
