"Cluster","Keywords","Count"
"Entertainment Seekers","laugh",14
"Entertainment Seekers","laugh-a-minute",1
"Entertainment Seekers","laughable",1
"Entertainment Seekers","laughable scenes",1
"Entertainment Seekers","laughed",1
"Entertainment Seekers","laughing",9
"Entertainment Seekers","laughs",8
"Entertainment Seekers","laughter",1
"Entertainment Seekers","lesbian sex",1
"Entertainment Seekers","light comedy",1
"Entertainment Seekers","light hearted",2
"Entertainment Seekers","light moments",1
"Entertainment Seekers","light-hearted",2
"Entertainment Seekers","lighthearted",1
"Entertainment Seekers","likable",2
"Entertainment Seekers","lots of fun",1
"Entertainment Seekers","lousy",1
"Entertainment Seekers","lovable characters",1
"Entertainment Seekers","love",1
"Entertainment Seekers","loving",1
"Entertainment Seekers","low budget",1
"Entertainment Seekers","low humor",1
"Entertainment Seekers","magical",2
"Entertainment Seekers","magical journey",1
"Entertainment Seekers","marshal arts",1
"Entertainment Seekers","martial arts",2
"Entertainment Seekers","marvelously entertaining",1
"Entertainment Seekers","masterpiece",1
"Entertainment Seekers","masterpiece of trash",1
"Entertainment Seekers","mayhem",1
"Entertainment Seekers","memorable",1
"Entertainment Seekers","memorable quotes",2
"Entertainment Seekers","mildly amusing",1
"Entertainment Seekers","mildly entertaining",1
"Entertainment Seekers","mildly shocking",1
"Entertainment Seekers","mind blowing",1
"Entertainment Seekers","mindless",1
"Entertainment Seekers","mischievous",1
"Entertainment Seekers","mix up",1
"Entertainment Seekers","mockumentary",1
"Entertainment Seekers","modern production",1
"Entertainment Seekers","monster film",1
"Entertainment Seekers","moral story",1
"Entertainment Seekers","muscle cars",1
"Entertainment Seekers","music",2
"Entertainment Seekers","music video",1
"Entertainment Seekers","musical",1
"Entertainment Seekers","musical comedy",1
"Entertainment Seekers","musicals",1
"Entertainment Seekers","must see",3
"Entertainment Seekers","must watch",1
"Entertainment Seekers","must watch comedy",1
"Entertainment Seekers","must-see",2
"Entertainment Seekers","mystery",3
"Entertainment Seekers","mystery thriller",1
"Entertainment Seekers","narrative twists",1
"Entertainment Seekers","natural",1
"Entertainment Seekers","nature",1
"Entertainment Seekers","never boring",2
"Entertainment Seekers","nice time filler",1
"Entertainment Seekers","nifty devices",1
"Entertainment Seekers","nightmares",1
"Entertainment Seekers","no action",1
"Entertainment Seekers","no humor",1
"Entertainment Seekers","no real plot",1
"Entertainment Seekers","no scares",1
"Entertainment Seekers","non stop Entertainer",1
"Entertainment Seekers","nostalgia",2
"Entertainment Seekers","nostalgic",1
"Entertainment Seekers","nostalgic flavor",1
"Entertainment Seekers","not entertained",1
"Entertainment Seekers","not entertaining",3
"Entertainment Seekers","not funny",3
"Entertainment Seekers","nudity",1
"Entertainment Seekers","off color comedy",1
"Entertainment Seekers","old school wrestling",1
"Entertainment Seekers","one-liners",1
"Entertainment Seekers","open mind",1
"Entertainment Seekers","optimism",1
"Entertainment Seekers","original",4
"Entertainment Seekers","original characters",1
"Entertainment Seekers","original comedies",1
"Entertainment Seekers","outstanding flick",1
"Entertainment Seekers","outstanding performances",1
"Entertainment Seekers","packed with action",1
"Entertainment Seekers","parody",4
"Entertainment Seekers","party movie",1
"Entertainment Seekers","pass time",1
"Entertainment Seekers","pathetic action",1
"Entertainment Seekers","perfect",1
"Entertainment Seekers","perfect entertainment",1
"Entertainment Seekers","plenty of laughs",1
"Entertainment Seekers","plenty of sex",1
"Entertainment Seekers","plot credibility",1
"Entertainment Seekers","poor reviews",1
"Entertainment Seekers","popculture references",1
"Entertainment Seekers","popular",1
"Entertainment Seekers","pre-war America",1
"Entertainment Seekers","precode",1
"Entertainment Seekers","predictable",1
"Entertainment Seekers","predictable ending",1
"Entertainment Seekers","production values",1
"Entertainment Seekers","punch",1
"Entertainment Seekers","punishment",1
"Entertainment Seekers","pure cinema",1
"Entertainment Seekers","pure enjoyment",1
"Entertainment Seekers","pure entertainment",2
"Entertainment Seekers","quality kills",1
"Entertainment Seekers","quick pace",1
"Entertainment Seekers","rebellion",1
"Entertainment Seekers","recommend",2
"Entertainment Seekers","recommended",1
"Entertainment Seekers","refreshing change",1
"Entertainment Seekers","refreshingly different",1
"Entertainment Seekers","revenge",1
"Entertainment Seekers","rewatch",1
"Entertainment Seekers","rocked",1
"Entertainment Seekers","rollicking adventure",1
"Entertainment Seekers","romp",1
"Entertainment Seekers","satire",2
"Entertainment Seekers","satirical",1
"Entertainment Seekers","satisfying films",1
"Entertainment Seekers","scariest movie",1
"Entertainment Seekers","scary",1
"Entertainment Seekers","scene stealer",1
"Entertainment Seekers","schlock",1
"Entertainment Seekers","scifi",1
"Entertainment Seekers","sensible comedies",1
"Entertainment Seekers","sentimental reasons",1
"Entertainment Seekers","set-pieces",1
"Entertainment Seekers","sex comedies",1
"Entertainment Seekers","shark attacks",1
"Entertainment Seekers","sharp cynical humor",1
"Entertainment Seekers","shootouts",2
"Entertainment Seekers","short",1
"Entertainment Seekers","sillier",1
"Entertainment Seekers","silliness",1
"Entertainment Seekers","silly",8
"Entertainment Seekers","silly film",1
"Entertainment Seekers","slow",1
"Entertainment Seekers","small budget",1
"Entertainment Seekers","smiling",2
"Entertainment Seekers","snappy pace",1
"Entertainment Seekers","solid little entertainment",1
"Entertainment Seekers","special effects",4
"Entertainment Seekers","spectacle",1
"Entertainment Seekers","spectacular",1
"Entertainment Seekers","spine tingling",1
"Entertainment Seekers","spoof",1
"Entertainment Seekers","stand-up",1
"Entertainment Seekers","strangely enjoyable",1
"Entertainment Seekers","stunts",2
"Entertainment Seekers","stylish",1
"Entertainment Seekers","superb job",1
"Entertainment Seekers","surreal situations",1
"Entertainment Seekers","survival",1
"Entertainment Seekers","suspense",2
"Entertainment Seekers","suspenseful",1
"Entertainment Seekers","sweet",1
"Entertainment Seekers","sweet love story",1
"Entertainment Seekers","thrill ride",1
"Entertainment Seekers","thriller",2
"Entertainment Seekers","thrilling",2
"Entertainment Seekers","thrilling sequences",1
"Entertainment Seekers","thrills",1
"Entertainment Seekers","thumbs up",1
"Entertainment Seekers","timing",1
"Entertainment Seekers","totally cool",1
"Entertainment Seekers","tradition",1
"Entertainment Seekers","trash",1
"Entertainment Seekers","typical Hollywood film",1
"Entertainment Seekers","underdog",1
"Entertainment Seekers","unexpected ending",1
"Entertainment Seekers","unfunny",1
"Entertainment Seekers","unintentional funny",1
"Entertainment Seekers","unintentional hilarity",1
"Entertainment Seekers","unique",2
"Entertainment Seekers","unique experience",1
"Entertainment Seekers","unique style",1
"Entertainment Seekers","upbeat",1
"Entertainment Seekers","vehicle movie",1
"Entertainment Seekers","violence",5
"Entertainment Seekers","violent",1
"Entertainment Seekers","violent actions",1
"Entertainment Seekers","visual comedy",1
"Entertainment Seekers","wackiness",1
"Entertainment Seekers","wacky",1
"Entertainment Seekers","wacky hijinks",1
"Entertainment Seekers","wall to wall action",1
"Entertainment Seekers","warm-hearted",1
"Entertainment Seekers","waste of time",1
"Entertainment Seekers","watch",1
"Entertainment Seekers","watch with friends",1
"Entertainment Seekers","watchable",4
"Entertainment Seekers","well made",1
"Entertainment Seekers","well-crafted",1
"Entertainment Seekers","well-made",1
"Entertainment Seekers","well-staged",1
"Entertainment Seekers","well-written script",1
"Entertainment Seekers","western action",1
"Entertainment Seekers","whimsical",1
"Entertainment Seekers","whimsy",1
"Entertainment Seekers","wholesome",1
"Entertainment Seekers","wicked",1
"Entertainment Seekers","wild",1
"Entertainment Seekers","winner",1
"Entertainment Seekers","wit",1
"Entertainment Seekers","witty",4
"Entertainment Seekers","witty jokes",1
"Entertainment Seekers","wonderful dialogue",1
"Entertainment Seekers","wonderful movie",1
"Entertainment Seekers","wonderful music",1
"Entertainment Seekers","wonky",1
"Entertainment Seekers","worst movie",1
"Entertainment Seekers","worth a watch",1
"Entertainment Seekers","worth the effort",1
"Entertainment Seekers","worth watching",1
"Entertainment Seekers","younger children",1
"Entertainment Seekers","zany",1
"Genre Loyalists","1960's",1
"Genre Loyalists","1987",1
"Genre Loyalists","50's movie",1
"Genre Loyalists","70s",1
"Genre Loyalists","80's",1
"Genre Loyalists","80's and 90's",1
"Genre Loyalists","Agatha Christie",1
"Genre Loyalists","Anime",1
"Genre Loyalists","Anthony Mann",1
"Genre Loyalists","Bakshi",2
"Genre Loyalists","Batman",1
"Genre Loyalists","Battlestar Galactica",1
"Genre Loyalists","Bell, Book and Candle",1
"Genre Loyalists","Brian Yuzna",1
"Genre Loyalists","British TV",1
"Genre Loyalists","British movie",1
"Genre Loyalists","Brontë",1
"Genre Loyalists","Canadian actors",1
"Genre Loyalists","Canadian classic",1
"Genre Loyalists","Caprica",1
"Genre Loyalists","Castle in the Sky",1
"Genre Loyalists","Christian",1
"Genre Loyalists","Data's humanity",1
"Genre Loyalists","Demons",1
"Genre Loyalists","Disney",1
"Genre Loyalists","Dukes of Hazzard",1
"Genre Loyalists","Exploitation",1
"Genre Loyalists","Faustian plot",1
"Genre Loyalists","Final Destination",1
"Genre Loyalists","Frazetta",2
"Genre Loyalists","Freddy Krueger",1
"Genre Loyalists","Fulci",1
"Genre Loyalists","Gershwin",1
"Genre Loyalists","Giallo",1
"Genre Loyalists","Godzilla",1
"Genre Loyalists","Gore",2
"Genre Loyalists","Gundam",1
"Genre Loyalists","Hal Hartley",1
"Genre Loyalists","Hammer completist",1
"Genre Loyalists","Heavy Metal",1
"Genre Loyalists","Hong Kong film",1
"Genre Loyalists","Hong Kong movies",1
"Genre Loyalists","Horror",1
"Genre Loyalists","Italian Horror",1
"Genre Loyalists","Italian TV",1
"Genre Loyalists","Italian exploitation",1
"Genre Loyalists","Italian filmmakers",1
"Genre Loyalists","Italian gems",1
"Genre Loyalists","James Stewart",1
"Genre Loyalists","Japanese action",1
"Genre Loyalists","Judd Nelson",1
"Genre Loyalists","Kim Novak",1
"Genre Loyalists","King Kong",1
"Genre Loyalists","Kubrick",1
"Genre Loyalists","Kung-Fu",1
"Genre Loyalists","Laurel & Hardy",1
"Genre Loyalists","Mecha-Kong",1
"Genre Loyalists","Miyazaki",2
"Genre Loyalists","Modesty",1
"Genre Loyalists","Monsterfest",1
"Genre Loyalists","Nancy Drew",1
"Genre Loyalists","Nicole Kidman",1
"Genre Loyalists","Night Stalker",1
"Genre Loyalists","Ninja",1
"Genre Loyalists","OGRE",1
"Genre Loyalists","Pet Sematary",1
"Genre Loyalists","Poirot",1
"Genre Loyalists","Ringo Lam",1
"Genre Loyalists","ST:TNG",1
"Genre Loyalists","Satanic classics",1
"Genre Loyalists","Sci-Fi",1
"Genre Loyalists","Sci-fi",1
"Genre Loyalists","Scooby Doo",1
"Genre Loyalists","Sonny Chiba",1
"Genre Loyalists","Star Trek",4
"Genre Loyalists","Stephen King",1
"Genre Loyalists","TMNT",1
"Genre Loyalists","Takashi Miike",1
"Genre Loyalists","Tarzan films",1
"Genre Loyalists","Tolkien",1
"Genre Loyalists","Tomb Raider",1
"Genre Loyalists","Vertigo",1
"Genre Loyalists","Vonnegut",1
"Genre Loyalists","Woody Allen",1
"Genre Loyalists","X Files",1
"Genre Loyalists","Zombie-Movies",1
"Genre Loyalists","Zomcom",1
"Genre Loyalists","abomination",1
"Genre Loyalists","action",1
"Genre Loyalists","adult cinema",1
"Genre Loyalists","alien",1
"Genre Loyalists","amateur effects",1
"Genre Loyalists","amateur-productions",1
"Genre Loyalists","animated",1
"Genre Loyalists","animated series",1
"Genre Loyalists","animation",4
"Genre Loyalists","anime",3
"Genre Loyalists","apocalyptic",1
"Genre Loyalists","archetypes",1
"Genre Loyalists","art form",1
"Genre Loyalists","artsy",1
"Genre Loyalists","atmosphere",1
"Genre Loyalists","austere style",1
"Genre Loyalists","avant-garde",1
"Genre Loyalists","awful",1
"Genre Loyalists","bad films",1
"Genre Loyalists","bad movies",1
"Genre Loyalists","book adaptation",2
"Genre Loyalists","bore",2
"Genre Loyalists","bored",1
"Genre Loyalists","cable-TV",1
"Genre Loyalists","camp appeal",1
"Genre Loyalists","cannibalistic",1
"Genre Loyalists","casting",1
"Genre Loyalists","character analysis",1
"Genre Loyalists","character changes",1
"Genre Loyalists","character development",1
"Genre Loyalists","character portrayal",1
"Genre Loyalists","character stars",1
"Genre Loyalists","characters",2
"Genre Loyalists","cheap piece of trash",1
"Genre Loyalists","chop socky",1
"Genre Loyalists","class C film",1
"Genre Loyalists","classic",3
"Genre Loyalists","classic films",2
"Genre Loyalists","classics",1
"Genre Loyalists","claustrophobic",1
"Genre Loyalists","clichéd",1
"Genre Loyalists","comedy",3
"Genre Loyalists","comic-strip",1
"Genre Loyalists","complexities",1
"Genre Loyalists","contrived finale",1
"Genre Loyalists","controls",1
"Genre Loyalists","cops",1
"Genre Loyalists","costume dramas",1
"Genre Loyalists","counterculture",1
"Genre Loyalists","creepy",1
"Genre Loyalists","crime",1
"Genre Loyalists","crime film",1
"Genre Loyalists","cult cinema",1
"Genre Loyalists","cult-following",1
"Genre Loyalists","derivative",1
"Genre Loyalists","detective",1
"Genre Loyalists","direction",1
"Genre Loyalists","disturbing",2
"Genre Loyalists","diverse",1
"Genre Loyalists","documentary",2
"Genre Loyalists","drug culture",1
"Genre Loyalists","early slasher",1
"Genre Loyalists","early talkie",1
"Genre Loyalists","entertaining",1
"Genre Loyalists","entertaining thriller",1
"Genre Loyalists","evangelical",1
"Genre Loyalists","excess",1
"Genre Loyalists","exciting car chases",1
"Genre Loyalists","exploitation",1
"Genre Loyalists","exquisite",1
"Genre Loyalists","extreme horror",1
"Genre Loyalists","faithful transition",1
"Genre Loyalists","family show",1
"Genre Loyalists","fan",1
"Genre Loyalists","fan base",1
"Genre Loyalists","fan film",1
"Genre Loyalists","fanpro",1
"Genre Loyalists","fans",1
"Genre Loyalists","fantastic",1
"Genre Loyalists","fantasy",4
"Genre Loyalists","far fetched",1
"Genre Loyalists","film noir",1
"Genre Loyalists","film noire",1
"Genre Loyalists","film noirs",1
"Genre Loyalists","final installment",1
"Genre Loyalists","franchise",1
"Genre Loyalists","gangster",2
"Genre Loyalists","genre appreciation",1
"Genre Loyalists","giallo",2
"Genre Loyalists","gore",2
"Genre Loyalists","gory",1
"Genre Loyalists","grand opera",1
"Genre Loyalists","hand-to-hand fight",1
"Genre Loyalists","horrific",1
"Genre Loyalists","horror",23
"Genre Loyalists","horror fans",1
"Genre Loyalists","horror/comedy",1
"Genre Loyalists","horrors",1
"Genre Loyalists","humor",1
"Genre Loyalists","imitation",1
"Genre Loyalists","independent film",1
"Genre Loyalists","indie film",1
"Genre Loyalists","indie-darling",1
"Genre Loyalists","intrigued",1
"Genre Loyalists","kids film",1
"Genre Loyalists","killer dentist",1
"Genre Loyalists","like The Pianist",1
"Genre Loyalists","location shooting",1
"Genre Loyalists","love",1
"Genre Loyalists","low budget",3
"Genre Loyalists","mad doctor",1
"Genre Loyalists","magic",1
"Genre Loyalists","martial arts",3
"Genre Loyalists","mecha",2
"Genre Loyalists","menacing",1
"Genre Loyalists","message",1
"Genre Loyalists","monster film",1
"Genre Loyalists","monster movies",1
"Genre Loyalists","moral values",1
"Genre Loyalists","murder mysteries",1
"Genre Loyalists","musical",2
"Genre Loyalists","must see",2
"Genre Loyalists","mysterious",1
"Genre Loyalists","mystery",2
"Genre Loyalists","mythological themes",1
"Genre Loyalists","neo-noir",1
"Genre Loyalists","nostalgia",1
"Genre Loyalists","nostalgic",1
"Genre Loyalists","occult",1
"Genre Loyalists","old film",1
"Genre Loyalists","old horror films",1
"Genre Loyalists","old school",1
"Genre Loyalists","older films",1
"Genre Loyalists","opera",1
"Genre Loyalists","original",1
"Genre Loyalists","original script",1
"Genre Loyalists","original series",1
"Genre Loyalists","otaku",1
"Genre Loyalists","parody",2
"Genre Loyalists","plots",1
"Genre Loyalists","political thriller",1
"Genre Loyalists","poorly choreographed",1
"Genre Loyalists","pre-code",1
"Genre Loyalists","predictable",2
"Genre Loyalists","production design",1
"Genre Loyalists","psychological",1
"Genre Loyalists","psychological elements",1
"Genre Loyalists","public domain",1
